City Name,Date,price_per_pound_Cilantro,price_per_pound_Jalapeno,price_per_pound_Lemons,price_per_pound_Limes,price_per_pound_Onions,price_per_pound_Avocados
Albany,2023-01-03,6.9550912780131435,2.4880708929788686,0.9979044007584074,1.4,0.6,1.096476607
Albany,2023-01-04,1.4444444444444444,2.4880708929788686,0.9979044007584074,1.5,0.6,1.096476607
Albany,2023-01-05,1.3333333333333333,2.522154055896387,0.6652696005056049,1.5,0.6,1.096476607
Albany,2023-01-06,1.3333333333333333,2.522154055896387,0.6652696005056049,1.5,0.6,1.096476607
Albany,2023-01-07,1.0666666666666667,1.8,1.1388888888888888,1.225,0.5,1.096476607
Albany,2023-01-08,1.0666666666666667,1.8,1.1388888888888888,1.225,0.5,1.096476607
Albany,2023-01-09,1.0666666666666667,2.3858214042263124,0.6652696005056049,1.5,0.6,1.064087046
Albany,2023-01-10,1.0666666666666667,2.522154055896387,0.6652696005056049,1.5,0.6,1.064087046
Albany,2023-01-11,1.0666666666666667,2.3858214042263124,0.6652696005056049,1.5,0.6,1.064087046
Albany,2023-01-12,1.0666666666666667,2.3858214042263124,0.6652696005056049,1.5,0.5,1.064087046
Albany,2023-01-13,1.1111111111111112,2.3858214042263124,0.6652696005056049,1.5,0.6,1.064087046
Albany,2023-01-14,1.1111111111111112,1.8,1.1388888888888888,0.925,0.5,1.064087046
Albany,2023-01-15,1.1111111111111112,1.8,1.1388888888888888,0.925,0.5,1.064087046
Albany,2023-01-16,1.1111111111111112,1.8,1.1388888888888888,0.925,0.5,1.087199748
Albany,2023-01-17,1.1111111111111112,2.658486707566462,0.6652696005056049,1.5,0.6,1.087199748
Albany,2023-01-18,0.5555555555555556,2.658486707566462,0.6652696005056049,1.5,0.52,1.087199748
Albany,2023-01-19,0.4888888888888889,2.522154055896387,0.6652696005056049,1.5,0.52,1.087199748
Albany,2023-01-20,0.5333333333333333,2.522154055896387,0.6652696005056049,1.5,0.6,1.087199748
Albany,2023-01-21,1.4444444444444444,2.0,1.1388888888888888,0.9125,0.5,1.087199748
Albany,2023-01-22,1.4444444444444444,2.0,1.1388888888888888,0.9125,0.5,1.087199748
Albany,2023-01-23,1.4444444444444444,2.522154055896387,0.6652696005056049,1.3,0.54,1.061985819
Albany,2023-01-24,0.5111111111111111,2.522154055896387,0.6652696005056049,1.3,0.52,1.061985819
Albany,2023-01-25,0.5111111111111111,2.522154055896387,0.6652696005056049,1.3,0.52,1.061985819
Albany,2023-01-26,0.5111111111111111,2.522154055896387,0.6652696005056049,1.3,0.52,1.061985819
Albany,2023-01-27,0.5111111111111111,2.522154055896387,0.6652696005056049,1.3,0.52,1.061985819
Albany,2023-01-28,0.9333333333333333,1.8,1.1388888888888888,0.725,0.5,1.061985819
Albany,2023-01-29,0.9333333333333333,1.8,1.1388888888888888,0.725,0.5,1.061985819
Albany,2023-01-30,0.5111111111111111,2.590320381731425,0.6652696005056049,1.3,0.52,1.066221281
Albany,2023-01-31,0.5111111111111111,2.4539877300613497,0.6652696005056049,1.3,0.52,1.066221281
Albany,2023-02-01,0.5111111111111111,2.3176550783912746,0.6652696005056049,1.3,0.52,1.066221281
Albany,2023-02-02,0.5111111111111111,2.1813224267212,0.6652696005056049,1.3,0.52,1.066221281
Albany,2023-02-03,0.5111111111111111,2.1813224267212,0.6652696005056049,1.3,0.52,1.066221281
Albany,2023-02-04,0.9333333333333333,2.0,1.1388888888888888,0.775,0.5,1.066221281
Albany,2023-02-05,0.9333333333333333,2.0,1.1388888888888888,0.775,0.5,1.066221281
Albany,2023-02-06,0.5111111111111111,2.1813224267212,0.6652696005056049,1.3,0.52,1.031113671
Albany,2023-02-07,0.5111111111111111,2.3176550783912746,0.6652696005056049,1.3,0.52,1.031113671
Albany,2023-02-08,0.5111111111111111,2.113156100886162,0.6652696005056049,1.3,0.52,1.031113671
Albany,2023-02-09,0.5111111111111111,2.3858214042263124,0.6652696005056049,1.45,0.52,1.031113671
Albany,2023-02-10,0.5111111111111111,2.3858214042263124,0.6652696005056049,1.45,0.52,1.031113671
Albany,2023-02-11,0.9333333333333333,2.0,1.1388888888888888,0.75,0.5,1.031113671
Albany,2023-02-12,0.9333333333333333,2.0,1.1388888888888888,0.75,0.5,1.031113671
Albany,2023-02-13,0.5111111111111111,2.4539877300613497,0.6652696005056049,1.45,0.52,1.004346415
Albany,2023-02-14,0.5111111111111111,3.0334014996591683,0.6652696005056049,1.45,0.52,1.004346415
Albany,2023-02-15,0.5111111111111111,2.556237218813906,0.6652696005056049,1.45,0.52,1.004346415
Albany,2023-02-16,0.5111111111111111,2.556237218813906,0.6652696005056049,1.45,0.52,1.004346415
Albany,2023-02-17,0.5111111111111111,3.0334014996591683,0.6652696005056049,1.45,0.52,1.004346415
Albany,2023-02-18,0.9333333333333333,2.0,1.1388888888888888,1.275,0.5,1.004346415
Albany,2023-02-19,0.9333333333333333,2.0,1.1388888888888888,1.275,0.5,1.004346415
Albany,2023-02-20,0.9333333333333333,2.0,1.1388888888888888,1.275,0.5,1.027978874
Albany,2023-02-21,0.5111111111111111,2.113156100886162,0.6652696005056049,1.45,0.52,1.027978874
Albany,2023-02-22,0.5111111111111111,2.4880708929788686,0.6652696005056049,1.45,0.52,1.027978874
Albany,2023-02-23,0.5111111111111111,2.4539877300613497,0.6652696005056049,1.45,0.52,1.027978874
Albany,2023-02-24,0.5111111111111111,2.4539877300613497,0.6652696005056049,1.45,0.52,1.027978874
Albany,2023-02-25,0.9333333333333333,2.0,1.1388888888888888,1.375,0.5,1.027978874
Albany,2023-02-26,0.9333333333333333,2.0,1.1388888888888888,1.375,0.5,1.027978874
Albany,2023-02-27,0.5111111111111111,2.522154055896387,0.6652696005056049,1.45,0.52,1.031438727
Albany,2023-02-28,0.5111111111111111,2.658486707566462,1.1388888888888888,1.45,0.52,1.031438727
Albany,2023-03-01,0.4666666666666667,2.8629856850715747,1.1388888888888888,1.475,0.52,1.031438727
Albany,2023-03-02,0.4666666666666667,2.7948193592365373,1.1388888888888888,1.425,0.52,1.031438727
Albany,2023-03-03,0.4666666666666667,2.7948193592365373,1.0,1.425,0.56,1.031438727
Albany,2023-03-04,0.9333333333333333,1.8,1.0,1.3625,0.55,1.031438727
Albany,2023-03-05,0.9333333333333333,1.8,1.0,1.3625,0.55,1.031438727
Albany,2023-03-06,0.4777777777777778,2.7266530334014996,1.0,1.3625,0.56,1.055288294
Albany,2023-03-07,0.4666666666666667,2.7266530334014996,1.0,1.425,0.56,1.055288294
Albany,2023-03-08,0.4666666666666667,2.7266530334014996,1.0,1.375,0.56,1.055288294
Albany,2023-03-09,0.4666666666666667,2.7266530334014996,1.0,1.375,0.56,1.055288294
Albany,2023-03-10,0.4666666666666667,2.1813224267212,1.0833333333333333,1.375,0.52,1.055288294
Albany,2023-03-11,0.9333333333333333,2.0,1.0833333333333333,1.375,0.55,1.055288294
Albany,2023-03-12,0.9333333333333333,2.0,1.0833333333333333,1.375,0.55,1.055288294
Albany,2023-03-13,0.9333333333333333,2.590320381731425,1.0833333333333333,1.375,0.52,1.058516601
Albany,2023-03-14,0.9111111111111111,2.590320381731425,1.0833333333333333,1.375,0.52,1.058516601
Albany,2023-03-15,0.9333333333333333,2.590320381731425,1.0,1.375,0.52,1.058516601
Albany,2023-03-16,0.4666666666666667,2.590320381731425,1.0,1.3375,0.52,1.058516601
Albany,2023-03-17,0.4666666666666667,2.590320381731425,1.0833333333333333,1.3375,0.52,1.058516601
Albany,2023-03-18,0.9333333333333333,2.1813224267212,1.0,1.3375,0.55,1.058516601
Albany,2023-03-19,0.9333333333333333,2.1813224267212,1.0,1.3375,0.55,1.058516601
Albany,2023-03-20,0.4666666666666667,2.113156100886162,1.0,1.3375,0.52,1.027322729
Albany,2023-03-21,0.4222222222222222,2.113156100886162,1.0,1.3,0.52,1.027322729
Albany,2023-03-22,0.4222222222222222,2.4880708929788686,1.0833333333333333,1.3,0.52,1.027322729
Albany,2023-03-23,0.4222222222222222,2.4880708929788686,1.0,1.4125,0.52,1.027322729
Albany,2023-03-24,0.4222222222222222,2.4880708929788686,1.0,1.475,0.52,1.027322729
Albany,2023-03-25,0.9333333333333333,2.0,1.0,1.475,0.55,1.027322729
Albany,2023-03-26,0.9333333333333333,2.0,1.0,1.475,0.55,1.027322729
Albany,2023-03-27,0.9333333333333333,2.3517382413087935,1.0,1.475,0.52,1.089268918
Albany,2023-03-28,0.37777777777777777,2.3517382413087935,1.0833333333333333,1.475,0.52,1.089268918
Albany,2023-03-29,0.37777777777777777,2.3858214042263124,1.0833333333333333,1.475,0.52,1.089268918
Albany,2023-03-30,0.4222222222222222,2.658486707566462,0.9444444444444444,1.475,0.52,1.089268918
Albany,2023-03-31,0.4222222222222222,2.3858214042263124,0.9444444444444444,1.475,0.52,1.089268918
Albany,2023-04-01,0.9777777777777777,1.8,0.9444444444444444,1.475,0.5,1.089268918
Albany,2023-04-02,0.9777777777777777,1.8,0.9444444444444444,1.475,0.5,1.089268918
Albany,2023-04-03,0.9777777777777777,2.283571915473756,0.9444444444444444,1.475,0.52,1.041089556
Albany,2023-04-04,0.32222222222222224,2.1813224267212,0.9444444444444444,1.95,0.5,1.041089556
Albany,2023-04-05,0.32222222222222224,2.1813224267212,0.9444444444444444,1.475,0.5,1.041089556
Albany,2023-04-06,0.4111111111111111,2.1813224267212,1.0833333333333333,1.475,0.5,1.041089556
Albany,2023-04-07,0.4111111111111111,2.1813224267212,0.9444444444444444,1.475,0.5,1.041089556
Albany,2023-04-08,0.9777777777777777,1.8,1.0833333333333333,1.475,0.5,1.041089556
Albany,2023-04-09,0.9777777777777777,1.8,1.0833333333333333,1.475,0.5,1.041089556
Albany,2023-04-10,0.9777777777777777,1.8,1.0833333333333333,1.475,0.5,1.00787351
Albany,2023-04-11,0.4111111111111111,2.1813224267212,1.0833333333333333,1.475,0.5,1.00787351
Albany,2023-04-12,0.4111111111111111,2.7266530334014996,0.9444444444444444,1.925,0.5,1.00787351
Albany,2023-04-13,0.4222222222222222,2.1813224267212,0.9444444444444444,2.3,0.5,1.00787351
Albany,2023-04-14,0.4222222222222222,1.9086571233810499,1.0833333333333333,2.3,0.44,1.00787351
